label,sentence
1,This violin is easy to play sonatas on.
0,There run many people.
0,Myself shaved me.
1,Sharon fainted.
1,"Raffi slept well, and Gillian will too"
1,That Plato loved Aster deeply was obvious.
1,Duty made them not miss the weekly meetings.
0,Jason killed.
1,She took a picture of the phoenix
0,The excellent whisky which I went to the store and have bought was very costly.
0,Kim beaten his dog and alienates cats.
1,I read his every book.
1,John saw the man in the room.
1,Evan's every idea was completely insane.
0,This girl in the red coat one will put a picture of Bill on your desk before tomorrow.
1,How suspicious was Mary?
1,"Any senator becomes more corrupt, the more lobbyists he talks to."
1,John seems to fix the computer.
1,The box contained the ball.
1,Doug blew up it.
1,Mark terrified me with his single mindedness.
1,John likes himself.
1,These shears clip well.
1,Fred watered the plants flat.
0,The average age at which people begin to need eyeglasses vary considerably.
0,"They let him go yesterday, he."
1,The worm wriggled onto the carpet.
0,I saw him ever.
1,I don't know the people present.
0,He gets angry if John has to wait.
0,This truck spread fewer salt than that one.
1,"If anybody is spoiling the children, John is."
0,Lucy's Gomez's wallet
1,Did the doctor prescribe aspirin?
1,"Only Churchill remembered giving the Blood, Sweat and Tears speech."
1,We loaded ourselves onto the bus.
1,His second book came out earlier this year and became an instant best-seller.
1,Genie intoned the prayer
1,More are called than are ever chosen.
1,The kids have arrived safely.
1,The UN recommended an enlarged peacekeeping force.
1,John thinks that Bill left.
0,John to love Mary would be doubtful.
1,What did Bill claim that he read?
0,The old and new carts banged.
1,He has left.
1,The video which I thought John told us you recommended was really terrific.
0,The boat sank to collect the insurance.
0,There is more chemical substances involved in nerve transmission.
1,"Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good."
1,Did Medea poison Jason?
1,I know a man who John is as tall as.
1,I bought the parrot in the store.
1,"$100,000 will build you a house."
1,Sonatas are tough to play on this violin.
0,Heidi believes Bill's description of herself.
1,John can be dancing.
1,You may pick any of the flowers.
1,Mary didn't pick any of the flowers.
1,There is tending to be more and more discussion of these issues.
1,Bill made a gift to me of $40.
0,I talked to Winston about him.
1,Anson gave Fluffy to Jenny.
1,I am frightened of tigers and fond of clowns without exception.
1,Who do you guess will be here?
1,Emily caused Benjamin to see himself in the mirror.
0,There hopes to finish the project.
1,Carol cut her thumb.
1,It's the writer that gets you so involved.
1,I believed she was pregnant
1,a stone blocked the road.
1,All lizards will die.
1,John spoke to Mary intimately.
1,Pat has become a banker and very conservative.
0,The deed which I want to peruse that contract before filing away is probably a forgery.
1,Hail stones broke the window.
1,Mary wants to wear nice blue German dress.
1,This noise cannot be put up with.
1,Bill slowly recited his lines.
0,Here's a razor for it to be announced that you will be shaved with.
1,It came to John that it was so.
1,That John is a fool is obvious.
0,The owl hated the evil and the wise eagle.
1,Our love them.
1,"His analysis, I never liked."
1,John told.
0,The cat touched.
1,A man kicked the ball.
1,The kid picked up the apple that fell down on the ground.
1,Frieda closed the door
1,Seven pine trees are behind that barn.
1,A hefty sum of money came to him from his grandfather.
0,It was kissed the puppy.
0,The children wails
1,I've been at work for six hours.
0,Tagalog is speak in the Philippines.
1,I said for Mary to run.
1,Gilgamesh has eaten the honey
0,Amanda drove at the package.
1,Stacy came directly from linguistics class.
1,"Sally might have eaten cabbage, but Holly shouldn't."
1,Harry has claimed but I do not believe that Melvin is a Communist.
0,He's reliable enough a man.
0,I separated the milk of the cream.
1,Susan found every book she had been looking for at Borders.
1,We made them take the money.
1,John loves Bill.
0,I put the book from Edna.
1,John told Mary to kiss him.
1,This girl will put a picture of Bill on your desk before tomorrow.
0,John not could leave the town.
1,Gilgamesh is fighting the dragon.
1,Those days Bill offered Mary anything he cooked.
0,John expect to must leave.
1,In the mountains there raged a fire.
0,Gary and Kevin ran himself into exhaustion.
0,Mary considered he to have loved her.
1,Nora pushed at the chair.
1,The grocer ground the coffee beans to a fine powder.
0,The lute which Henry plays and sings madrigals is warped.
0,I didn't eat any ice cream or Mary's cake.
1,The analysis of Lucy took longer than that of Gomez.
1,The fly fell into the soup.
0,"Mary won't have been eating cake, but John."
1,The trolley rumbled through the tunnel.
1,There is likely to be no student absent.
1,Rarely is any lion majestic.
0,How brave Mike is cowardly and Sam is!
0,John needed.
1,"Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library."
1,There was found in this cave an ancient treasure trove.
1,The cottage which Mrs Dashwood accepted was very small.
1,I blew up the building.
1,A statue of Jefferson stood on the comer of the two boulevards.
1,It is not true that I have left yet.
1,He kicked the ball.
0,My these jobs are in jeopardy.
1,Harry says that Sally dislikes him.
1,Such an eminent scholar as Dr. Lucille Hein was here.
1,The pudding which the man who ordered ice cream said would be tasty was a horror show.
0,"He seems to become more corrupt, the more lobbyists every senator talks to."
1,Sarah sang.
1,It is believed to be obvious by everyone that Fred is crazy.
1,They depend on Mary.
1,There were several doctors available.
1,They are dancing.
1,the student who won the prize left.
0,$10 was cost by this book.
0,The rail holds easily.
1,I haven't seen this sentence before.
0,Tamara poured the bowl with water.
0,"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to."
0,John believes to have slept.
1,They may grow as much as six feet high.
1,Sandra hates reading about herself in the tabloids.
1,There was a snake behind the car Fred was sitting in.
1,Who did you persuade to go?
1,"The door opens, closes."
0,I put on the table.
1,I would prefer it for there to be no talking.
0,The fly swatted.
1,Fred must both have been singing songs and have been drinking beer.
1,Pavarotti relied on Loren and Bond on Hepburn.
1,Frank Churchill gave a piano to Jane Fairfax.
0,Steve pelted at Anna.
1,The banana is being eaten by that monkey.
1,The hot potato which there were several hundred people yelling for me to put down gently turned out to have been filled with TNT.
1,That's who I played with over Christmas.
1,"Any senator seems to become more corrupt, if he talks to more lobbyists."
0,John studies carefully Russian.
1,John does not like this town.
1,We got our car radio stolen twice on holiday.
1,"The more people that arrive, the louder it gets."
1,In the aquarium there swam a striped fish.
1,The man with a book.
1,The matter was paid a lot of attention to.
0,Frances hid Sally of the presents.
1,Gilgamesh perhaps should be leaving.
0,"Pat has become crazy, and Chris in good spirits."
0,We caught them ate the bananas.
1,Bill is always complaining about the guys who work near him.
1,I put books on the table.
1,Where did he tell you that he met Mary?
1,Fifty pounds seem like a lot of weight to lose in one year.
1,Paul had three affairs . . .
1,Alyssa kept her syntax book.
1,When Alison and David soaked their feet was after dinner
1,A boy did not laugh.
1,The red volume of obscene verse from Italy shocked the puritan soul of the minister with the beard quite thoroughly yesterday.
0,I said that that Jason was jealous annoyed Medea
1,I prefer for the girl to win.
1,They wouldn't leave soon.
1,This is the dog that chased the cat that caught the rat that ate the cheese.
0,I loved intensely the policeman with all my heart.
